Name,degree,appTotal,adminTotal,enrollTotal,percentSAT,percentACT,SAT25,SAT75,ACT25,ACT75,Std Scores,percentAdmit,adYield,tuition,tuitionTransformed,State abbreviation,geo,CoI,histoBlack,DoI,Total  current enrollment,FTEnroll,percentFT,PTEnroll,h,GDEnroll,percentUn,GDRate,freshmenAid,Percent of freshmen receiving federal student loans,Percent of freshmen receiving other loan aid,en,percentSAT2,stdScores2,percentAdmit2,adYield2,percentFT2,percentUN2,GDRate2,freshmenAid2,en2,percentUN*en,stdScore*GDRate,percentFT*freshmenAid,percentSAT*percentAdmit,percentSAT*GDRate,percentSAT*freshmenAid,percentSAT*en,stdScores*adYield,stdScores*percentFT,stdScores*percentUN,PercentAdmit*GDRate,adYield*percentUN,adYield*en,percentFT*GDRate,freshmenAid*en
Texas A & M International University,DR,4784,2289,828,74,45,800,1011,16,20,1590,48,36,5818,3.569664244,Texas,SW,0,0,C,7431,4184,56,3247,6585,846,89,21,99,21,1,6117,5476,2528100,2304,1296,3136,7921,441,9801,37417689,544413,33390,5544,3552,1554,7326,452658,57240,89040,141510,1008,3204,220212,1176,605583
Norfolk State University,DRP,3373,2192,829,89,15,800,960,16,20,1590,65,38,7126,3.677522892,Virginia,SE,0,1,C,6728,5428,81,1300,6021,707,89,21,97,85,4,1401,7921,2528100,4225,1444,6561,7921,441,9409,1962801,124689,33390,7857,5785,1869,8633,124689,60420,128790,141510,1365,3382,53238,1701,135897
Indiana University-Northwest,M,1773,1352,830,68,39,780,1020,17,23,1610,76,61,6739,3.647503342,Indiana,GL,0,0,C,6387,3358,53,3029,5904,483,92,8,79,51,0,1924,4624,2592100,5776,3721,2809,8464,64,6241,3701776,177008,12880,4187,5168,544,5372,130832,98210,85330,148120,608,5612,117364,424,151996
University of Indianapolis,DB,5313,4486,830,82,53,910,1110,19,25,1820,84,19,24660,4.412617379,Indiana,GL,1,0,C,5452,3609,66,1843,4162,1290,76,45,98,75,13,16089,6724,3312400,7056,361,4356,5776,2025,9604,258855921,1222764,81900,6468,6888,3690,8036,1319298,34580,120120,138320,3780,1444,305691,2970,1576722
Brandeis University,DR,9496,3517,833,75,28,1230,1470,28,32,2490,37,24,45856,4.833276961,Massachusetts,NE ,1,0,C,5825,5386,92,439,3614,2211,62,86,65,50,5,109992,5625,6200100,1369,576,8464,3844,7396,4225,12098240064,6819504,214140,5980,2775,6450,4875,8249400,59760,229080,154380,3182,1488,2639808,7912,7149480
Catholic University of America,DRP,6298,3783,837,88,29,1010,1220,22,27,2040,60,22,38526,4.711272583,District of Columbia,ME,1,0,C,6725,4756,71,1969,3713,3012,55,62,95,62,11,45507,7744,4161600,3600,484,5041,3025,3844,9025,2070887049,2502885,126480,6745,5280,5456,8360,4004616,44880,144840,112200,3720,1210,1001154,4402,4323165
New York Institute of Technology,DB,5433,4024,841,87,15,930,1150,20,24,1880,74,21,30780,4.558568255,New York,ME,1,0,S,7545,6028,80,1517,4456,3089,59,25,97,55,4,15730,7569,3534400,5476,441,6400,3481,625,9409,247432900,928070,47000,7760,6438,2175,8439,1368510,39480,150400,110920,1850,1239,330330,2000,1525810
Midwestern State University,M,3023,2170,847,71,59,900,1090,19,23,1810,72,39,7665,3.717094954,Texas,SW,0,0,C,5870,3984,68,1886,5193,677,88,17,90,53,4,3790,5041,3276100,5184,1521,4624,7744,289,8100,14364100,333520,30770,6120,5112,1207,6390,269090,70590,123080,159280,1224,3432,147810,1156,341100
Drake University,DRP,5930,3911,850,10,96,1070,1320,25,30,2220,66,22,30889,4.560934309,Iowa,P,1,0,C,5139,4120,80,1019,3383,1756,66,61,99,57,9,36792,100,4928400,4356,484,6400,4356,3721,9801,1353651264,2428272,135420,7920,660,610,990,367920,48840,177600,146520,4026,1452,809424,4880,3642408
Stetson University,DB,10509,6227,852,50,36,1070,1270,23,28,2140,59,14,38330,4.707746615,Florida,SE,1,0,S,4044,3828,95,216,2729,1315,67,56,100,69,7,41755,2500,4579600,3481,196,9025,4489,3136,10000,1743480025,2797585,119840,9500,2950,2800,5000,2087750,29960,203300,143380,3304,938,584570,5320,4175500
University of Tulsa,DRP,7304,2965,856,25,64,1130,1400,25,32,2280,41,29,34835,4.642137065,Oklahoma,SW,1,0,C,4597,4102,89,495,3428,1169,75,51,88,32,3,216498,625,5198400,1681,841,7921,5625,2601,7744,46871384004,16237350,116280,7832,1025,1275,2200,5412450,66120,202920,171000,2091,2175,6278442,4539,19051824
Yeshiva University,DRP,1575,1294,857,66,36,1100,1370,23,29,2170,82,66,37600,4.694477356,New York,ME,1,0,C,6747,5585,83,1162,2887,3860,43,60,84,28,28,180152,4356,4708900,6724,4356,6889,1849,3600,7056,32454743104,7746536,130200,6972,5412,3960,5544,11890032,143220,180110,93310,4920,2838,11890032,4980,15132768
University of New Orleans,DR,3197,1610,860,12,90,960,1210,21,25,1950,50,53,6578,3.634579569,Louisiana,SE,0,0,C,9323,6548,70,2775,7144,2179,77,13,90,37,2,2521,144,3802500,2500,2809,4900,5929,169,8100,6355441,194117,25350,6300,600,156,1080,30252,103350,136500,150150,650,4081,133613,910,226890
Emerson College,M,8198,3933,863,84,32,1140,1320,26,30,2330,48,22,35730,4.659455447,Massachusetts,NE ,1,0,C,4561,4375,96,186,3758,803,82,80,72,57,15,27474,7056,5428900,2304,484,9216,6724,6400,5184,754820676,2252868,186400,6912,4032,6720,6048,2307816,51260,223680,191060,3840,1804,604428,7680,1978128
Southeastern University,M,2124,1260,865,59,49,840,1080,17,23,1670,59,69,19986,4.278576009,Florida,SE,1,0,C,3434,2634,77,800,3083,351,90,24,97,72,5,2830,3481,2788900,3481,4761,5929,8100,576,9409,8008900,254700,40080,7469,3481,1416,5723,166970,115230,128590,150300,1416,6210,195270,1848,274510
University of Southern Maine,DRP,3902,3231,868,93,7,890,1110,20,25,1840,83,27,8920,3.800757023,Maine,NE ,0,0,C,8923,5020,56,3903,7098,1825,80,10,93,72,11,4567,8649,3385600,6889,729,3136,6400,100,8649,20857489,365360,18400,5208,7719,930,8649,424731,49680,103040,147200,830,2160,123309,560,424731
Fort Lewis College,M,2560,2240,876,23,87,945,1150,20,25,1895,88,39,6923,3.661954675,Colorado,RM,0,0,T,4021,3670,91,351,3984,37,99,17,91,51,2,1710,529,3591025,7744,1521,8281,9801,289,8281,2924100,169290,32215,8281,2024,391,2093,39330,73905,172445,187605,1496,3861,66690,1547,155610
Valparaiso University,DRP,6124,4880,876,41,73,1010,1210,23,29,2080,80,18,33480,4.615180929,Indiana,GL,1,0,S,4508,4062,90,446,3251,1257,72,58,92,56,7,42568,1681,4326400,6400,324,8100,5184,3364,8464,1812034624,3064896,120640,8280,3280,2378,3772,1745288,37440,187200,149760,4640,1296,766224,5220,3916256
LIU Brooklyn,DRP,5695,4949,879,86,9,800,1040,17,22,1630,87,18,34120,4.62802676,New York,ME,1,0,C,8483,6261,74,2222,5006,3477,59,8,97,65,6,5940,7396,2656900,7569,324,5476,3481,64,9409,35283600,350460,13040,7178,7482,688,8342,510840,29340,120620,96170,696,1062,106920,592,576180
University of Scranton,DB,9087,6818,881,82,32,1030,1210,22,27,2060,75,13,38754,4.715355014,Pennsylvania,ME,1,0,C,5633,4826,86,807,3942,1691,70,75,95,70,12,25724,6724,4243600,5625,169,7396,4900,5625,9025,661724176,1800680,154500,8170,6150,6150,7790,2109368,26780,177160,144200,5625,910,334412,6450,2443780
Bryant University,M,6013,4603,890,72,13,1050,1220,23,27,2120,77,19,37234,4.687741627,Rhode Island,NE ,1,0,S,3454,3276,95,178,3287,167,95,78,89,61,15,44633,5184,4494400,5929,361,9025,9025,6084,7921,1992104689,4240135,165360,8455,5544,5616,6408,3213576,40280,201400,201400,6006,1805,848027,7410,3972337
Frostburg State University,DB,3872,2302,895,92,17,860,1070,18,22,1730,59,39,7728,3.721563927,Maryland,ME,0,0,S,5473,4408,81,1065,4703,770,86,22,83,63,8,3542,8464,2992900,3481,1521,6561,7396,484,6889,12545764,304612,38060,6723,5428,2024,7636,325864,67470,140130,148780,1298,3354,138138,1782,293986
Morgan State University,DR,4801,2764,899,84,14,820,980,16,19,1610,58,33,7218,3.684454138,Maryland,ME,0,1,C,7546,6101,81,1445,6252,1294,83,11,95,79,7,3328,7056,2592100,3364,1089,6561,6889,121,9025,11075584,276224,17710,7695,4872,924,7980,279552,53130,130410,133630,638,2739,109824,891,316160
Wentworth Institute of Technology,M,6146,3541,900,89,14,1010,1210,21,27,2000,58,25,29200,4.523442596,Massachusetts,NE ,1,0,C,4179,3724,89,455,4012,167,96,50,99,81,18,18536,7921,4000000,3364,625,7921,9216,2500,9801,343583296,1779456,100000,8811,5162,4450,8811,1649704,50000,178000,192000,2900,2400,463400,4450,1835064
Ramapo College of New Jersey,M,6297,3480,901,90,13,1000,1200,20,26,1950,55,26,13388,4.034191142,New Jersey,ME,0,0,S,5852,5015,86,837,5614,238,96,59,78,54,11,2215,8100,3802500,3025,676,7396,9216,3481,6084,4906225,212640,115050,6708,4950,5310,7020,199350,50700,167700,187200,3245,2496,57590,5074,172770
California State University-Monterey Bay,M,12562,5577,902,93,40,860,1080,18,24,1730,44,16,5963,3.582586656,California,FW,0,0,S,5732,5205,91,527,5306,426,93,12,78,58,3,3085,8649,2992900,1936,256,8281,8649,144,6084,9517225,286905,20760,7098,4092,1116,7254,286905,27680,157430,160890,528,1488,49360,1092,240630
Biola University,DR,4816,3509,903,85,40,1003,1240,22,27,2033,73,26,32142,4.587633585,California,FW,1,0,S,6301,5107,81,1194,4331,1970,69,49,96,85,14,17473,7225,4133089,5329,676,6561,4761,2401,9216,305305729,1205637,99617,7776,6205,4165,8160,1485205,52858,164673,140277,3577,1794,454298,3969,1677408
Monmouth University,DB,5537,4314,906,90,9,970,1150,22,25,2000,78,21,31018,4.563725315,New Jersey,ME,1,0,S,6316,4966,79,1350,4607,1709,73,42,100,68,19,11156,8100,4000000,6084,441,6241,5329,1764,10000,124456336,814388,84000,7900,7020,3780,9000,1004040,42000,158000,146000,3276,1533,234276,3318,1115600
Rider University,M,8078,5806,911,90,24,930,1150,19,25,1840,72,16,35270,4.650601207,New Jersey,ME,1,0,S,5410,4122,76,1288,4425,985,82,55,98,73,18,11560,8100,3385600,5184,256,5776,6724,3025,9604,133633600,947920,101200,7448,6480,4950,8820,1040400,29440,139840,150880,3960,1312,184960,4180,1132880
Colorado State University-Pueblo,M,3147,2969,916,12,89,840,1050,18,23,1710,94,31,7327,3.692569267,Colorado,RM,0,0,C,7089,4051,57,3038,5207,1882,73,18,94,80,3,2072,144,2924100,8836,961,3249,5329,324,8836,4293184,151256,30780,5358,1128,216,1128,24864,53010,97470,124830,1692,2263,64232,1026,194768
Adelphi University,DRP,8654,5897,918,74,18,1020,1220,19,24,1930,68,16,30800,4.559002928,New York,ME,1,0,S,7645,6034,79,1611,5040,2605,66,53,96,58,15,20248,5476,3724900,4624,256,6241,4356,2809,9216,409981504,1336368,102290,7584,5032,3922,7104,1498352,30880,152470,127380,3604,1056,323968,4187,1943808
Indiana University-South Bend,M,2456,1720,921,83,16,860,1060,18,23,1730,70,54,6816,3.653591378,Indiana,GL,0,0,C,8073,4083,51,3990,7512,561,93,6,86,56,1,1979,6889,2992900,4900,2916,2601,8649,36,7396,3916441,184047,10380,4386,5810,498,7138,164257,93420,88230,160890,420,5022,106866,306,170194
Iona College,M,5911,5445,922,83,16,900,1110,20,24,1850,92,17,32770,4.600682589,New York,ME,1,0,S,4241,3389,80,852,3539,702,83,53,98,74,11,18893,6889,3422500,8464,289,6400,6889,2809,9604,356945449,1568119,98050,7840,7636,4399,8134,1568119,31450,148000,153550,4876,1411,321181,4240,1851514
Plymouth State University,DR,5120,3967,930,93,10,860,1070,18,23,1730,77,23,12610,3.998893766,New Hampshire,NE ,0,0,T,5236,4107,78,1129,4065,1171,78,41,89,78,16,2123,8649,2992900,5929,529,6084,6084,1681,7921,4507129,165594,70930,6942,7161,3813,8277,197439,39790,134940,134940,3157,1794,48829,3198,188947
Bucknell University,M,7947,2345,933,68,32,1200,1400,27,32,2420,30,40,46902,4.849305097,Pennsylvania,ME,1,0,T,3608,3555,99,53,3532,76,98,87,55,41,3,180935,4624,5856400,900,1600,9801,9604,7569,3025,32737474225,17731630,210540,5445,2040,5916,3740,12303580,96800,239580,237160,2610,3920,7237400,8613,9951425
La Salle University,DRP,5547,4449,939,89,15,880,1100,19,25,1790,80,21,38200,4.705399467,Pennsylvania,ME,1,0,C,6436,3948,61,2488,4409,2027,69,55,99,82,20,14979,7921,3204100,6400,441,3721,4761,3025,9801,224370441,1033551,98450,6039,7120,4895,8811,1333131,37590,109190,123510,4400,1449,314559,3355,1482921
Texas A & M University-Commerce,DR,4236,2888,943,72,54,880,1090,18,24,1750,68,33,6583,3.634984968,Texas,SW,0,0,T,11591,6549,57,5042,6969,4622,60,24,93,62,7,1859,5184,3062500,4624,1089,3249,3600,576,8649,3455881,111540,42000,5301,4896,1728,6696,133848,57750,99750,105000,1632,1980,61347,1368,172887
Embry-Riddle Aeronautical University-Daytona Beach,DR,4074,3017,944,76,49,980,1230,21,27,1970,74,31,31334,4.570520582,Florida,SE,1,0,C,5279,4831,92,448,4679,600,89,34,92,67,18,10039,5776,3880900,5476,961,8464,7921,1156,8464,100781521,893471,66980,8464,5624,2584,6992,762964,61070,181240,175330,2516,2759,311209,3128,923588
University of Mary Washington,M,4496,3640,947,94,30,1010,1210,22,26,2040,81,26,9720,3.848979016,Virginia,SE,0,0,S,4831,3989,83,842,4383,448,91,66,68,47,5,9026,8836,4161600,6561,676,6889,8281,4356,4624,81468676,821366,134640,5644,7614,6204,6392,848444,53040,169320,185640,5346,2366,234676,5478,613768
University of Michigan-Dearborn,DR,4908,3084,954,40,96,498,660,22,27,1528,63,31,10614,3.899013732,Michigan,GL,0,0,C,8748,5225,60,3523,7144,1604,82,15,89,64,1,4275,1600,2334784,3969,961,3600,6724,225,7921,18275625,350550,22920,5340,2520,600,3560,171000,47368,91680,125296,945,2542,132525,900,380475
SUNY College at Plattsburgh,M,8193,3739,954,89,29,930,1120,20,24,1880,46,26,7179,3.68152515,New York,ME,0,0,T,6051,5458,90,593,5639,412,93,41,91,69,7,2624,7921,3534400,2116,676,8100,8649,1681,8281,6885376,244032,77080,8190,4094,3649,8099,233536,48880,169200,174840,1886,2418,68224,3690,238784
University of the Pacific,DRP,14222,10332,958,89,39,1030,1320,22,29,2060,73,9,39810,4.73399998,California,FW,1,0,C,6421,5749,90,672,3877,2544,60,40,91,56,0,44622,7921,4243600,5329,81,8100,3600,1600,8281,1991122884,2677320,82400,8190,6497,3560,8099,3971358,18540,185400,123600,2920,540,401598,3600,4060602
Creighton University,DRP,5336,4090,966,30,86,1060,1300,24,30,2170,77,24,34330,4.63219701,Nebraska,P,1,0,C,8019,6711,84,1308,4076,3943,51,67,100,81,9,41179,900,4708900,5929,576,7056,2601,4489,10000,1695710041,2100129,145390,8400,2310,2010,3000,1235370,52080,182280,110670,5159,1224,988296,5628,4117900
University of North Alabama,M,2542,2057,970,3,96,846,1095,19,25,1756,81,47,7078,3.673876228,Alabama,SE,0,0,C,6931,5133,74,1798,5881,1050,85,12,82,70,2,4290,9,3083536,6561,2209,5476,7225,144,6724,18404100,364650,21072,6068,243,36,246,12870,82532,129944,149260,972,3995,201630,888,351780
Bentley University,DR,7493,3281,974,89,27,1140,1310,26,30,2330,44,30,41110,4.756382101,Massachusetts,NE ,1,0,C,5658,4893,86,765,4247,1411,75,81,77,49,6,43423,7921,5428900,1936,900,7396,5625,6561,5929,1885556929,3256725,188730,6622,3916,7209,6853,3864647,69900,200380,174750,3564,2250,1302690,6966,3343571
Seattle University,DRP,7160,5243,976,81,39,1050,1270,24,29,2160,73,19,36465,4.673403163,Washington,FW,1,0,C,7422,5780,78,1642,4608,2814,62,59,96,60,4,27642,6561,4665600,5329,361,6084,3844,3481,9216,764080164,1713804,127440,7488,5913,4779,7776,2239002,41040,168480,133920,4307,1178,525198,4602,2653632
Rice University,DR,15415,2581,978,80,53,1370,1550,31,34,2750,17,38,38941,4.718688055,Texas,SW,1,0,C,6628,6356,96,272,3965,2663,60,79,75,18,3,729227,6400,7562500,289,1444,9216,3600,6241,5625,5.31772E+11,43753620,217250,7200,1360,6320,6000,58338160,104500,264000,165000,1343,2280,27710626,7584,54692025
Eastern Connecticut State University,M,5112,3299,985,94,13,930,1100,20,24,1880,65,30,9376,3.828674901,Connecticut,NE ,0,0,T,5368,4462,83,906,5179,189,96,32,82,72,10,2472,8836,3534400,4225,900,6889,9216,1024,6724,6110784,237312,60160,6806,6110,3008,7708,232368,56400,156040,180480,2080,2880,74160,2656,202704
Minnesota State University-Moorhead,DR,3562,3174,989,5,90,930,1150,20,25,1880,89,31,7816,3.727754552,Minnesota,P,0,0,S,6634,5260,79,1374,6163,471,93,22,86,69,25,1655,25,3534400,7921,961,6241,8649,484,7396,2739025,153915,41360,6794,445,110,430,8275,58280,148520,174840,1958,2883,51305,1738,142330
University of Colorado Denver,DRP,3075,2333,991,18,86,970,1205,20,26,1920,76,42,7933,3.735893821,Colorado,RM,0,0,C,22206,11800,53,10406,13010,9196,59,16,71,39,1,0,324,3686400,5776,1764,2809,3481,256,5041,0,0,30720,3763,1368,288,1278,0,80640,101760,113280,1216,2478,0,848,0
California Baptist University,M,3853,3036,993,82,44,850,1110,18,24,1720,79,33,28122,4.498534373,California,FW,1,0,C,7144,5864,82,1280,5797,1347,81,41,95,76,12,2304,6724,2958400,6241,1089,6724,6561,1681,9025,5308416,186624,70520,7790,6478,3362,7790,188928,56760,141040,139320,3239,2673,76032,3362,218880
Robert Morris University,DRP,5689,4580,998,75,11,940,1140,21,24,1930,81,22,25114,4.424449613,Pennsylvania,ME,1,0,S,5481,3935,72,1546,4496,985,82,41,100,77,16,5875,5625,3724900,6561,484,5184,6724,1681,10000,34515625,481750,79130,7200,6075,3075,7500,440625,42460,138960,158260,3321,1804,129250,2952,587500
Hampton University,DRP,15337,5529,1004,55,42,920,1090,18,23,1790,36,18,20724,4.301410004,Virginia,SE,1,1,C,4622,4116,89,506,3742,880,81,50,90,68,7,54657,3025,3204100,1296,324,7921,6561,2500,8100,2987387649,4427217,89500,8010,1980,2750,4950,3006135,32220,159310,144990,1800,1458,983826,4450,4919130
Calvin College,M,4003,2792,1006,30,81,1048,1310,23,29,2118,70,36,28250,4.501534133,Michigan,GL,1,0,C,4034,3849,95,185,3959,75,98,57,100,56,6,27736,900,4485924,4900,1296,9025,9604,3249,10000,769285696,2718128,120726,9500,2100,1710,3000,832080,76248,201210,207564,3990,3528,998496,5415,2773600
SUNY at Fredonia,M,5883,3032,1007,82,27,940,1150,21,26,1930,52,33,7400,3.697946766,New York,ME,0,0,T,5391,5149,96,242,5092,299,94,45,87,74,14,4444,6724,3724900,2704,1089,9216,8836,2025,7569,19749136,417736,86850,8352,4264,3690,7134,364408,63690,185280,181420,2340,3102,146652,4320,386628
Butler University,DB,9357,6185,1015,56,79,1060,1270,25,30,2210,66,16,34368,4.6329493,Indiana,GL,1,0,C,4827,4348,90,479,4051,776,84,51,94,62,12,37146,3136,4884100,4356,256,8100,7056,2601,8836,1379825316,3120264,112710,8460,3696,2856,5264,2080176,35360,198900,185640,3366,1344,594336,4590,3491724
University of North Carolina at Pembroke,M,3087,2224,1020,88,11,840,1010,18,21,1710,72,46,5144,3.50572751,North Carolina,SE,0,0,T,6222,4485,72,1737,5429,793,87,15,92,73,0,3278,7744,2924100,5184,2116,5184,7569,225,8464,10745284,285186,25650,6624,6336,1320,8096,288464,78660,123120,148770,1080,4002,150788,1080,301576
University of Nebraska at Kearney,M,2589,2197,1022,2,91,860,1070,20,25,1810,85,47,6542,3.631652907,Nebraska,P,0,0,T,7052,5034,71,2018,5502,1550,78,21,87,51,3,11,4,3276100,7225,2209,5041,6084,441,7569,121,858,38010,6177,170,42,174,22,85070,128510,141180,1785,3666,517,1491,957
Bethune-Cookman University,M,7429,4948,1022,49,64,730,910,15,18,1470,67,21,14410,4.077989724,Florida,SE,1,1,C,3787,3671,97,116,3724,63,98,23,99,95,3,12507,2401,2160900,4489,441,9409,9604,529,9801,156425049,1225686,33810,9603,3283,1127,4851,612843,30870,142590,144060,1541,2058,262647,2231,1238193
Indiana University-Southeast,M,2097,1666,1026,64,48,850,1050,17,23,1680,79,62,6700,3.644397115,Indiana,GL,0,0,S,6733,3695,55,3038,6148,585,91,9,80,45,1,2762,4096,2822400,6241,3844,3025,8281,81,6400,7628644,251342,15120,4400,5056,576,5120,176768,104160,92400,152880,711,5642,171244,495,220960
Providence College,M,9660,5776,1027,75,28,1050,1260,23,28,2120,60,18,43245,4.791863022,Rhode Island,NE ,1,0,C,4665,3982,85,683,4135,530,89,83,81,56,8,44556,5625,4494400,3600,324,7225,7921,6889,6561,1985237136,3965484,175960,6885,4500,6225,6075,3341700,38160,180200,188680,4980,1602,802008,7055,3609036
Abilene Christian University,DO,10188,4986,1030,50,50,960,1180,21,27,1950,49,21,28350,4.503869638,Texas,SW,1,0,C,4461,3831,86,630,3727,734,84,37,99,57,17,82162,2500,3802500,2401,441,7396,7056,1369,9801,6750594244,6901608,72150,8514,2450,1850,4950,4108100,40950,167700,163800,1813,1764,1725402,3182,8134038
Delaware State University,DR,8884,3703,1036,95,12,820,970,16,19,1610,42,28,7336,3.69323471,Delaware,ME,0,1,C,4336,3926,91,410,3892,444,90,18,97,80,7,4724,9025,2592100,1764,784,8281,8100,324,9409,22316176,425160,28980,8827,3990,1710,9215,448780,45080,146510,144900,756,2520,132272,1638,458228
The New School,DR,4978,3315,1038,52,15,1015,1240,22,28,2045,67,31,40426,4.744682194,New York,ME,1,0,C,10301,8415,82,1886,6777,3524,66,50,95,43,6,22045,2704,4182025,4489,961,6724,4356,2500,9025,485982025,1454970,102250,7790,3484,2600,4940,1146340,63395,167690,134970,3350,2046,683395,4100,2094275
Harding University,DRP,2180,1663,1041,29,87,990,1250,22,28,2020,76,63,16170,4.147556731,Arkansas,SE,1,0,T,6238,4820,77,1418,4428,1810,71,40,98,58,5,18798,841,4080400,5776,3969,5929,5041,1600,9604,353364804,1334658,80800,7546,2204,1160,2842,545142,127260,155540,143420,3040,4473,1184274,3080,1842204
Columbus State University,DR,3170,1757,1045,69,44,870,1090,19,23,1780,55,59,5514,3.541654275,Georgia,SE,0,0,C,8156,5382,66,2774,7013,1143,86,12,93,64,4,6514,4761,3168400,3025,3481,4356,7396,144,8649,42432196,560204,21360,6138,3795,828,6417,449466,105020,117480,153080,660,5074,384326,792,605802
University of the Incarnate Word,DRP,4072,3790,1045,83,37,870,1060,18,23,1740,93,28,24790,4.416024326,Texas,SW,1,0,C,8685,5254,60,3431,6491,2194,75,19,100,71,4,14574,6889,3027600,8649,784,3600,5625,361,10000,212401476,1093050,33060,6000,7719,1577,8300,1209642,48720,104400,130500,1767,2100,408072,1140,1457400
Lock Haven University,M,3744,3286,1052,97,13,840,1030,17,23,1670,88,32,8899,3.799442238,Pennsylvania,ME,0,0,T,5260,4723,90,537,4855,405,92,28,91,82,16,1904,9409,2788900,7744,1024,8100,8464,784,8281,3625216,175168,46760,8190,8536,2716,8827,184688,53440,150300,153640,2464,2944,60928,2520,173264
The Richard Stockton College of New Jersey,DB,6126,3805,1069,91,16,980,1170,20,24,1930,62,28,12322,3.985354914,New Jersey,ME,0,0,S,8458,7272,86,1186,7539,919,89,42,87,69,19,2730,8281,3724900,3844,784,7396,7921,1764,7569,7452900,242970,81060,7482,5642,3822,7917,248430,54040,165980,171770,2604,2492,76440,3612,237510
Rhode Island College,DR,4492,3106,1071,91,7,820,1040,17,22,1650,69,34,7602,3.71259453,Rhode Island,NE ,0,0,S,8700,5802,67,2898,7505,1195,86,15,86,65,9,2236,8281,2722500,4761,1156,4489,7396,225,7396,4999696,192296,24750,5762,6279,1365,7826,203476,56100,110550,141900,1035,2924,76024,1005,192296
Pennsylvania State University-Penn State Erie-Behrend College,M,3437,2890,1080,81,12,950,1160,19,25,1860,84,37,14240,4.070891972,Pennsylvania,ME,0,0,S,4057,3714,92,343,3943,114,97,46,83,71,15,9991,6561,3459600,7056,1369,8464,9409,2116,6889,99820081,969127,85560,7636,6804,3726,6723,809271,68820,171120,180420,3864,3589,369667,4232,829253
SUNY College at Brockport,M,8570,4091,1085,94,41,960,1160,21,26,1950,48,27,7222,3.684753783,New York,ME,0,0,T,8128,6729,83,1399,7090,1038,87,48,87,73,11,1042,8836,3802500,2304,729,6889,7569,2304,7569,1085764,90654,93600,7221,4512,4512,8178,97948,52650,161850,169650,2304,2349,28134,3984,90654
Bradley University,DB,8969,6004,1085,7,97,1010,1270,23,28,2080,67,18,29664,4.533922865,Illinois,GL,1,0,C,5430,4912,90,518,4825,605,89,55,99,74,7,49328,49,4326400,4489,324,8100,7921,3025,9801,2433251584,4390192,114400,8910,469,385,693,345296,37440,187200,185120,3685,1602,887904,4950,4883472
Salem State University,M,4855,3364,1095,94,3,890,1080,19,24,1800,69,33,8130,3.749369836,Massachusetts,NE ,0,0,S,9301,6194,67,3107,7664,1637,82,22,88,75,10,2122,8836,3240000,4761,1089,4489,6724,484,7744,4502884,174004,39600,5896,6486,2068,8272,199468,59400,120600,147600,1518,2706,70026,1474,186736
Gonzaga University,DRP,6991,4650,1096,80,53,1090,1290,25,29,2240,67,24,35062,4.646565165,Washington,FW,1,0,C,7605,5490,72,2115,4896,2709,64,71,99,54,4,22282,6400,5017600,4489,576,5184,4096,5041,9801,496487524,1426048,159040,7128,5360,5680,7920,1782560,53760,161280,143360,4757,1536,534768,5112,2205918
Loyola University Maryland,DRP,13604,7891,1096,62,22,1100,1267,25,29,2250,58,14,43250,4.791944345,Maryland,ME,1,0,C,5977,4585,77,1392,4004,1973,67,79,81,56,39,33559,3844,5062500,3364,196,5929,4489,6241,6561,1126206481,2248453,177750,6237,3596,4898,5022,2080658,31500,173250,150750,4582,938,469826,6083,2718279
Dartmouth College,DRP,23110,2260,1098,69,31,1350,1560,30,34,2690,10,49,46752,4.847025457,New Hampshire,NE ,1,0,T,6342,6185,98,157,4276,2066,67,87,61,26,37,581104,4761,7236100,100,2401,9604,4489,7569,3721,3.37682E+11,38933968,234030,5978,690,6003,4209,40096176,131810,263620,180230,870,3283,28474096,8526,35447344
SUNY College of Technology at Alfred,B,5761,3165,1101,69,24,1000,1180,21,26,1990,55,35,7294,3.690123326,New York,ME,0,0,T,3555,3222,91,333,3555,0,100,39,94,78,8,1175,4761,3960100,3025,1225,8281,10000,1521,8836,1380625,117500,77610,8554,3795,2691,6486,81075,69650,181090,199000,2145,3500,41125,3549,110450
Alabama A & M University,DR,6142,5521,1104,15,88,720,900,15,19,1460,90,20,7182,3.681750938,Alabama,SE,0,1,C,5020,4439,88,581,4051,969,81,10,97,89,1,0,225,2131600,8100,400,7744,6561,100,9409,0,0,14600,8536,1350,150,1455,0,29200,128480,118260,900,1620,0,880,0
California State University-Stanislaus,DO,5763,4158,1109,86,35,810,1030,16,22,1600,72,27,6491,3.627483192,California,FW,0,0,S,8917,7256,81,1661,7754,1163,87,18,82,35,0,1455,7396,2560000,5184,729,6561,7569,324,6724,2117025,126585,28800,6642,6192,1548,7052,125130,43200,129600,139200,1296,2349,39285,1458,119310
Texas Southern University,DRP,9746,4389,1110,76,40,750,920,15,19,1490,45,25,7946,3.73679185,Texas,SW,0,1,C,8703,6936,80,1767,6288,2415,72,6,95,77,3,4455,5776,2220100,2025,625,6400,5184,36,9025,19847025,320760,8940,7600,3420,456,7220,338580,37250,119200,107280,270,1800,111375,480,423225
